From,To,AvgDelay,Distance
SMF,PDX,11,783
SMF,MSP,139,3626
DEN,PHX,127,899
BOS,DFW,117,1167
HNL,IAH,121,2764
MSP,TPA,70,3573
PDX,ORD,147,2715
PIT,RDU,147,1089
IND,SAN,82,2391
JFK,ORD,36,2754
PDX,MSP,116,2072
ATL,TPA,89,4677
DFW,SFO,108,4902
DCA,IAH,161,1909
JFK,RDU,81,196
JFK,SFO,147,4773
CMH,BOS,101,4787
TPA,FLL,63,2490
IAH,SAN,5,1765
FLL,SEA,68,1991
HNL,SFO,122,301
JFK,MCO,22,3260
CLT,MIA,112,4049
TPA,OAK,95,4606
PHX,OAK,38,587
JFK,BWI,57,3446
RDU,MCO,20,2305
DTW,RDU,87,3494
CMH,FLL,136,4458
CMH,ORD,73,3389
BWI,LAX,42,534
PHL,MDW,45,2743
MSP,AUS,101,503
TPA,DTW,178,2720
DCA,SJC,144,894
CLE,SMF,11,977
OAK,TPA,53,981
BWI,MCO,28,972
MIA,STL,8,4643
IND,PHL,83,4061
CMH,JFK,82,3534
DFW,MSP,72,4017
OAK,LAS,105,4539
MIA,ORD,103,4919
ATL,CVG,38,3721
DTW,PHL,126,3019
RDU,TPA,126,2125
DEN,RDU,72,3133
MIA,MSP,124,3629
PHX,FLL,44,3469
DCA,SMF,104,1534
RDU,DEN,19,1271
AUS,MKE,77,1709
LAX,SEA,73,3923
JFK,BOS,22,920
HNL,ATL,125,1994
CLE,PHX,116,2700
OAK,TPA,44,3361
MCO,CVG,25,4672
FLL,PDX,161,4601
IND,TPA,166,1306
MSY,BOS,20,2729
SJC,IND,40,219
SFO,SMF,170,2371
RDU,SLC,31,1754
CLT,IAH,82,4998
DEN,RDU,50,2733
SAN,CLE,150,3382
CLE,PDX,128,4871
HNL,IAH,159,1137
CLT,CMH,178,4152
LAS,PHL,162,4748
SFO,PHL,90,4198
SAN,CMH,57,2138
OAK,MCO,157,3788
SMF,DFW,34,4104
CLT,FLL,98,3250
CLE,AUS,69,4623
JFK,MDW,155,3669
SFO,MDW,73,3914
RDU,HNL,107,4318
BOS,MDW,106,3207
TPA,JFK,29,3809
HNL,OAK,140,3314
ATL,HNL,129,1347
DFW,SAN,174,2191
HNL,MDW,113,4467
SLC,HNL,102,1853
SJC,IAH,28,2107
LAS,SEA,173,940
BOS,MSP,64,289
TPA,MKE,139,1196
ATL,DCA,63,3176
MSP,SAN,100,954
JFK,CLE,126,333
MSP,DEN,67,357
TPA,SAN,33,2672
SFO,MSY,48,1720
DEN,MDW,48,259
OAK,LAS,18,3563
STL,SMF,138,3687
DFW,SFO,87,3699
DTW,TPA,170,3847
DCA,RDU,116,3005
PDX,JFK,106,4686
SFO,ORD,124,999
MIA,FLL,71,3088
MCO,JFK,17,404
CMH,BWI,68,4447
SFO,CLE,138,993
SLC,CLE,76,1104
SAN,DCA,122,2653
ATL,PIT,82,4702
DFW,RDU,60,3514
MDW,DCA,69,4374
IND,SFO,11,3597
IAH,STL,30,3818
DCA,MKE,80,710
MKE,MIA,158,545
TPA,MKE,58,3148
CMH,CVG,52,3922
PHL,PHX,66,2875
STL,MKE,37,4934
ATL,SMF,178,358
CVG,PHX,144,4592
SLC,OAK,117,594
JFK,DEN,59,1953
CLE,MIA,43,3713
CLE,PDX,120,4316
PHX,ORD,83,4445
HNL,MIA,49,3872
DCA,OAK,103,3448
MSP,JFK,166,3716
MDW,MSY,166,4658
BWI,OAK,86,3533
DCA,OAK,111,1322
MCO,MSP,71,490
SEA,DFW,109,1574
SMF,CLE,142,3644
SLC,BWI,63,4599
FLL,PHX,29,228
OAK,RDU,121,3664
MKE,BWI,72,4338
SMF,CLT,23,2207
SMF,MDW,13,534
STL,CMH,97,2484
ATL,AUS,39,745
SAN,LAX,58,606
AUS,MCO,56,1581
SEA,CLT,127,503
ORD,PHX,124,661
DEN,SEA,109,3438
PDX,JFK,153,1693
PIT,IND,54,2974
HNL,CMH,143,4433
AUS,TPA,5,1440
FLL,CVG,99,4752
SJC,LAX,131,2203
SFO,CLT,105,4791
RDU,ORD,146,1576
SJC,DEN,95,3406
SAN,BWI,110,825
CLT,PHL,41,3129
BOS,RDU,62,4877
OAK,MSP,28,3009
HNL,PHX,129,1104
SAN,BWI,48,4518
ORD,MIA,23,1991
SMF,PIT,91,3018
DEN,MSY,78,1467
BOS,OAK,83,3104
SJC,ORD,72,1371
CLT,LAS,29,2708
MDW,TPA,36,3951
LAX,JFK,96,3652
JFK,LAS,159,131
SEA,CVG,44,2301
PHX,MCO,180,3341
SMF,HNL,34,171
PIT,SJC,37,3284
IAH,DEN,72,1274
CLE,PHL,152,623
CMH,SEA,51,4911
SLC,MDW,28,1034
DCA,SMF,32,2613
HNL,SAN,137,2568
SLC,SAN,123,3504
RDU,AUS,108,988
ORD,TPA,46,2571
DEN,MSY,78,2157
MIA,DTW,36,2354
BOS,LAS,72,3747
IAH,CVG,7,3669
HNL,SEA,81,2211
HNL,DFW,101,650
CLE,DTW,88,3262
MKE,BWI,137,2705
SLC,PHX,76,2581
MSP,MSY,164,2599
HNL,DTW,125,1606
LAS,BWI,158,2309
ATL,SAN,42,2657
MKE,HNL,95,4528
CLE,DEN,141,3654
CLE,SAN,92,431
DCA,CMH,179,4214
SJC,CMH,168,3886
FLL,MSY,15,3425
PHX,CLE,143,4702
DTW,FLL,97,2343
SMF,FLL,95,2828
DTW,CLE,93,4889
SFO,SJC,151,3481
MSY,SJC,138,2797
LAX,LAS,165,4448
AUS,DFW,167,186
SLC,TPA,128,1511
CVG,SJC,176,685
CLT,PDX,160,1831
ORD,DCA,123,3956
DEN,HNL,66,3058
MKE,SLC,108,2475
PHX,CVG,144,683
PIT,DCA,160,4715
DCA,STL,24,4970
PHX,LAX,123,1588
CLE,MSY,169,3752
PDX,SEA,103,3379
IND,MCO,30,2515
FLL,MDW,116,811
ORD,SEA,170,1519
IAH,MCO,9,475
IND,MDW,104,711
HNL,CVG,72,2858
DTW,CVG,176,4756
MIA,BWI,122,4431
STL,MSP,151,551
RDU,DTW,104,2322
HNL,SMF,34,3406
ATL,MKE,29,1991
PIT,SFO,88,2266
MDW,BOS,144,3777
ORD,CMH,160,1426
IND,DEN,87,4564
LAX,PHL,65,356
PHL,CVG,74,4173
PHL,CMH,15,3374
PHL,SJC,140,2079
RDU,SMF,30,2786
CLT,BWI,168,4849
PHX,IND,81,1662
OAK,CLE,98,2745
IAH,ORD,62,4047
FLL,MSY,160,3270
LAX,CVG,109,4082
SFO,SLC,63,1538
LAX,MCO,25,403
SFO,JFK,96,3710
SAN,SEA,105,3784
TPA,JFK,9,1560
FLL,MSY,119,5000
DFW,SFO,39,2601
STL,PHL,147,1506
PDX,SJC,130,1611
MSY,DEN,16,1227
MCO,SMF,151,2467
SFO,PHX,96,1727
JFK,DTW,160,3497
FLL,CMH,155,2761
MSY,DFW,32,3872
PDX,CMH,37,2123
PHX,MCO,63,3782
MKE,BWI,34,4985
PDX,OAK,76,3496
PDX,STL,72,2149
CVG,PHL,138,3673
SFO,MSY,148,2110
DTW,CVG,6,2118
MKE,JFK,71,4822
OAK,TPA,135,1763
DEN,PHL,128,1912
BWI,DTW,53,3193
RDU,CVG,20,3417
MIA,STL,11,3345
MIA,SEA,155,4130
DCA,RDU,99,881
DFW,CMH,180,115
OAK,SJC,118,4752
BWI,JFK,45,796
RDU,SFO,168,3922
FLL,SMF,140,2242
ORD,SEA,26,936
MSP,MCO,168,3497
OAK,DTW,27,150
DCA,MIA,43,1819
BOS,OAK,147,4815
IAH,BOS,22,2409
ORD,PIT,91,4211
DTW,ATL,100,425
CLE,BOS,165,340
PIT,ORD,115,290
AUS,SMF,176,1710
MSY,SMF,16,760
ORD,MCO,13,581
HNL,DTW,62,2109
BWI,MSY,129,460
CVG,CLE,48,2376
CLE,IND,5,1770
PDX,DEN,49,1971
PIT,SEA,146,4692
DTW,CVG,152,3747
CLT,SAN,44,1066
IAH,CMH,103,1286
OAK,CLT,54,4179
PHL,BWI,150,4623
FLL,IND,139,2374
ORD,SMF,180,2798
SMF,DFW,62,3268
PIT,IND,59,4687
AUS,MSY,174,189
MIA,PDX,35,490
JFK,CLE,106,968
TPA,AUS,143,1603
SJC,OAK,170,862
ATL,LAX,141,4087
CLT,DFW,77,3934
FLL,DCA,63,654
IND,CVG,134,4292
BOS,FLL,115,1353
OAK,IAH,136,4911
HNL,PIT,100,841
IND,FLL,24,4763
LAS,BOS,25,2671
CVG,PIT,9,4128
FLL,MCO,88,324
CVG,MCO,10,4480
PHL,STL,96,2490
DFW,JFK,26,595
MKE,BWI,133,1355
CVG,IND,22,1388
ORD,DEN,50,2884
OAK,SLC,115,3555
MKE,PHL,89,426
MIA,STL,163,4171
MCO,OAK,150,4389
MIA,SFO,179,1264
DEN,CVG,150,4720
IND,ORD,31,3114
DEN,STL,82,1223
CMH,OAK,49,2431
TPA,FLL,153,3677
MIA,BWI,34,1296
DFW,SLC,116,1438
PDX,PIT,102,3112
CMH,BOS,34,3902
MDW,FLL,43,4727
AUS,SFO,180,1434
IND,OAK,91,2743
SEA,PDX,127,613
CMH,MDW,21,1979
SJC,CLE,155,1146
IAH,SFO,180,2952
HNL,DEN,60,1706
CVG,SEA,143,565
STL,IND,79,839
SMF,MIA,125,3287
ATL,SFO,126,414
SFO,SJC,7,1805
CVG,SFO,160,1582
AUS,IND,111,2520
SJC,SFO,58,766
LAS,JFK,111,1140
JFK,MSY,146,870
MDW,ORD,20,3048
MKE,JFK,124,552
IND,SEA,17,1254
SMF,SLC,32,3354
BOS,MDW,27,2595
IAH,CVG,144,2771
DFW,FLL,8,4017
PIT,MCO,40,402
SJC,SLC,128,842
AUS,LAX,57,2387
IND,CLT,32,3404
IND,SEA,14,4441
DCA,DTW,11,4548
OAK,PDX,179,2940
IAH,ORD,58,1473
MIA,RDU,162,2290
MIA,SLC,108,1079
MSP,ATL,106,4260
LAS,CLE,26,2877
OAK,MSY,107,3883
DFW,FLL,25,300
DTW,SFO,116,701
BOS,IND,75,1242
LAS,ORD,75,4993
SLC,MSP,11,4901
PHL,ATL,84,2067
MSY,DEN,153,2125
PIT,SFO,62,3403
JFK,BWI,162,399
JFK,SEA,53,2219
DEN,DFW,126,848
RDU,IAH,145,2528
BOS,SJC,99,2895
MCO,PDX,139,4835
CLE,DEN,172,1685
IAH,DCA,45,575
MCO,MDW,137,1873
IND,AUS,10,188
MCO,DCA,137,3549
CLE,PHX,162,4246
AUS,JFK,101,3530
MSP,DEN,78,2628
PIT,FLL,97,1372
PDX,RDU,49,2407
BWI,DCA,86,2719
IND,JFK,168,4190
MDW,IND,52,843
HNL,FLL,160,761
DFW,ATL,57,567
JFK,MCO,125,2815
ATL,MIA,174,2178
RDU,MSP,9,1288
RDU,MKE,58,2968
DTW,BOS,19,519
FLL,PIT,146,4240
SAN,CMH,135,240
DFW,DEN,109,573
RDU,JFK,87,3483
SLC,DTW,86,1554
BOS,HNL,147,126
BWI,DEN,61,4995
RDU,SFO,66,2733
OAK,LAX,49,4343
HNL,DTW,63,4884
JFK,MCO,14,2031
SAN,TPA,83,680
HNL,CLE,68,3275
MIA,SAN,122,4602
ORD,MCO,29,361
DFW,SMF,72,4752
SLC,PHL,107,4273
ORD,MIA,127,3109
MSY,MDW,144,3454
DEN,IAH,108,855
OAK,PIT,53,865
SAN,PDX,99,1509
MSY,CLT,15,4146
CLT,DCA,12,549
IAH,SJC,45,4521
MCO,SJC,85,3612
SMF,MIA,62,3661
CVG,SMF,84,773
JFK,TPA,80,3056
IND,MCO,39,2285
MDW,STL,85,3577
ORD,PHL,24,3033
OAK,LAS,130,2053
CMH,MSY,97,1606
CMH,OAK,122,491
LAX,SFO,168,4354
JFK,SMF,11,3380
CMH,DCA,178,3383
MCO,DFW,6,2060
DTW,AUS,153,3066
SEA,PHL,7,4548
SLC,SFO,20,199
CVG,CLT,171,3852
LAX,MIA,112,3804
MKE,CVG,133,3397
JFK,AUS,152,487
SLC,MIA,118,4210
ORD,IAH,135,2634
SMF,ORD,154,1543
MCO,CMH,99,2244
DFW,LAS,111,1177
IND,DEN,62,1390
LAS,PIT,160,756
MKE,STL,145,3389
ATL,SAN,141,2458
RDU,MSP,155,1489
MKE,CLE,77,4253
MSY,MCO,80,4298
SMF,LAS,140,2912
DEN,HNL,56,2604
SJC,CLE,14,4652
PIT,LAS,51,2464
SFO,OAK,28,2457
SLC,BWI,107,3969
RDU,PDX,56,3760
CLE,AUS,180,568
CVG,ATL,173,2806
CMH,CLT,11,1466
CLT,JFK,49,4947
SMF,SJC,174,4550
MDW,DFW,143,2887
BWI,DFW,69,2002
MSP,ORD,177,1492
SAN,SMF,147,1552
ATL,CLT,65,305
MKE,PIT,165,186
ORD,IAH,24,4729
MDW,MSP,47,221
DCA,CLT,97,504
CVG,SAN,169,412
MCO,ATL,6,608
OAK,MSP,78,4904
MSP,OAK,45,281
SMF,SFO,97,2182
CVG,CLT,24,3508
DCA,MSY,135,2340
ATL,CLT,138,2441
SFO,SAN,107,3398
SEA,SJC,146,2085
MCO,IAH,109,2026
MDW,SEA,32,3002
DTW,FLL,175,4394
MIA,MDW,158,3215
PDX,MSY,21,2442
MSY,IAH,85,1878
DTW,MSY,90,2545
AUS,ATL,94,3763
FLL,IND,180,4931
PDX,MCO,151,835
BWI,MIA,160,3781
CMH,SFO,15,537
FLL,PDX,82,1305
SEA,ATL,127,860
OAK,IAH,100,1627
TPA,CLT,37,4784
CLT,SMF,156,1440
DCA,IAH,153,748
ATL,OAK,49,2462
CLE,MKE,42,4996
MSY,AUS,29,3163
IAH,BWI,175,3117
IND,RDU,138,3785
JFK,PHL,32,2998
SFO,ATL,156,1905
OAK,BWI,123,787
JFK,SAN,14,3330
SMF,MKE,142,4360
CVG,IAH,61,1652
MIA,DEN,69,983
SAN,SFO,87,2092
BWI,PHX,31,1574
JFK,AUS,51,3756
MSP,RDU,24,3722
SJC,IND,167,4729
SEA,ORD,25,4563
HNL,OAK,9,2604
HNL,SEA,132,3483
CLT,JFK,179,758
DCA,PHX,133,3523
AUS,DCA,112,1698
DTW,HNL,22,4586
PHL,STL,10,3847
CLT,IND,105,1838
IND,MSP,156,3246
MDW,BWI,36,763
SLC,BOS,155,1734
SJC,STL,53,4890
DFW,CVG,37,814
MDW,DFW,102,1218
STL,PDX,97,475
CLT,RDU,10,3468
LAX,SJC,16,4735
LAS,SJC,72,3869
MIA,MSP,64,426
DCA,JFK,29,218
MCO,BWI,168,3719
SEA,BWI,145,2532
IAH,SEA,54,3630
MKE,SLC,160,4279
PHX,ORD,91,1215
DCA,SFO,165,3808
MKE,CVG,123,906
ATL,IAH,144,2217
HNL,PIT,145,1836
DEN,MKE,94,3866
PDX,PIT,120,1824
MCO,SFO,75,1135
SAN,PDX,77,4497
CVG,LAX,126,3894
SJC,DFW,167,2385
ORD,SJC,5,1615
MCO,CMH,74,834
CLE,IND,82,1763
DEN,MIA,18,3137
SEA,MDW,93,1931
BWI,CLT,5,2687
BOS,LAS,109,829
DCA,MCO,40,3002
IAH,MSP,83,4801
CMH,MDW,101,3064
CLT,SEA,21,4006
BWI,PIT,81,2282
IAH,DTW,148,638
DFW,OAK,74,2643
PIT,MIA,47,3384
IND,JFK,158,4628
HNL,FLL,20,2933
BOS,TPA,153,1772
JFK,ORD,136,4696
IAH,RDU,29,3099
RDU,LAS,136,1375
CLT,PIT,134,1032
CLT,MSP,174,474
MCO,AUS,113,1308
ATL,LAX,44,4868
CLT,SAN,165,1528
MIA,AUS,18,1585
PDX,RDU,72,2869
SAN,CLE,75,4258
SLC,CMH,96,2486
BOS,PHX,87,4779
LAX,LAS,168,1388
HNL,SAN,98,4758
CLT,OAK,30,3969
CLT,CMH,163,1708
DEN,DTW,75,3852
MKE,DCA,31,4914
BOS,OAK,119,4240
DCA,DEN,144,3174
TPA,MKE,102,1689
DEN,AUS,73,2491
MSP,LAS,25,3849
MSP,STL,25,3623
PDX,SEA,177,4589
MSY,LAX,38,2720
DTW,CLT,64,149
AUS,ORD,29,4580
MSY,OAK,14,1136
IND,CLE,66,1713
DTW,CVG,25,2344
PDX,IND,180,3979
BOS,IAH,179,4707
MCO,TPA,160,311
MKE,ORD,108,1714
PDX,BWI,118,3851
TPA,SAN,9,4217
DCA,MIA,140,3367
ORD,DCA,65,2434
CMH,STL,121,3916
ATL,TPA,42,4278
IAH,DCA,36,496
MSP,MCO,15,788
DEN,LAS,74,4195
CMH,MSY,143,154
JFK,SEA,168,1713
CVG,SEA,60,2743
SFO,PHX,89,3138
PHX,CMH,85,2770
STL,CVG,126,2338
DFW,MSP,110,4599
SAN,SMF,66,3548
HNL,MIA,117,2403
ATL,IAH,104,1811
LAX,TPA,123,998
STL,IAH,99,3140
MSP,SLC,19,698
CLE,CLT,155,4322
CLE,FLL,148,1141
IAH,JFK,82,754
BOS,OAK,72,1068
MIA,ORD,109,176
HNL,CLT,34,4918
SLC,SFO,141,2846
PIT,SFO,118,4298
RDU,IND,5,3336
LAX,PIT,143,4372
MSP,CLE,33,3483
MSP,ORD,98,3544
CMH,SEA,164,4976
OAK,SMF,113,1256
TPA,DEN,132,2587
DCA,LAX,79,880
MDW,MCO,115,2735
JFK,MKE,87,3019
CLE,SMF,77,2581
STL,BWI,90,767
MSP,CLT,5,1161
SEA,CMH,132,299
DTW,MSP,173,2371
SMF,CMH,17,4038
SMF,MKE,152,2120
LAS,CLE,117,4017
SAN,LAX,143,2348
MCO,DEN,107,2912
OAK,LAS,171,408
HNL,FLL,87,2867
MDW,BOS,144,3251
DFW,MIA,9,1130
CMH,BWI,88,2623
STL,IAH,138,518
SAN,BOS,22,2280
CLT,MSP,146,363
MCO,TPA,22,2401
SFO,PHL,101,2854
CVG,LAS,56,4129
PDX,FLL,43,910
SEA,OAK,24,4413
MKE,CLE,38,4330
SJC,MCO,54,2734
LAX,STL,31,4265
DFW,SJC,176,4662
LAX,DTW,50,346
MSY,HNL,175,2249
CVG,FLL,152,804
MSP,PIT,24,2340
SLC,SFO,53,2247
MDW,IAH,158,1245
PIT,BOS,124,767
LAS,CVG,67,380
MIA,BWI,106,4907
CLT,OAK,156,125
DEN,DFW,62,773
MSP,SLC,86,1086
MSP,IND,40,4581
LAX,BWI,15,250
BOS,PHL,82,4170
SFO,SLC,71,742
SAN,CMH,84,4530
MKE,LAX,166,3387
MCO,ORD,162,1585
MCO,MSY,160,826
RDU,LAX,104,2318
LAX,MSY,92,2874
LAS,CMH,119,1369
SFO,IAH,23,3838
BWI,SAN,67,1346
SEA,PIT,91,3938
CVG,ATL,134,3143
PHX,DTW,11,1226
MKE,BWI,74,1681
SJC,AUS,92,3230
TPA,MSY,36,3745
RDU,PDX,9,2604
BWI,STL,47,4263
MKE,MCO,94,3669
MIA,LAX,177,4038
SMF,OAK,80,1909
LAX,STL,177,3881
DTW,MKE,62,4830
PDX,HNL,72,4636
PHL,LAX,73,3067
SMF,SJC,106,2767
SMF,ATL,12,1577
CMH,MIA,151,3693
PIT,SAN,114,1640
LAS,LAX,152,2581
MDW,CLT,80,4023
CMH,SFO,179,1233
LAX,OAK,87,3260
MDW,CLE,171,227
AUS,SFO,87,136
LAS,STL,171,4704
MDW,BOS,58,2099
CLE,STL,64,3661
PHX,IAH,98,595
ORD,ATL,124,1526
PHL,FLL,49,4563
MSP,LAX,7,2059
BWI,MKE,139,4534
MIA,JFK,82,168
DCA,CMH,104,3180
DFW,SMF,146,2444
PHX,PIT,158,2435
PIT,JFK,137,2702
MIA,MKE,73,3692
DEN,DCA,73,2335
ORD,SFO,180,2607
PHX,SFO,159,4274
DFW,CVG,92,3528
MDW,LAX,30,3357
AUS,IAH,69,2098
CMH,LAS,81,1770
DFW,DTW,157,3427
SLC,DTW,27,2111
BOS,AUS,124,1946
SEA,PHL,166,2228
JFK,HNL,103,2411
PHX,CLT,145,605
PHL,PIT,74,1331
CLT,MDW,66,1944
PHL,LAS,75,1475
CMH,MKE,67,2653
ORD,BWI,32,450
ORD,BOS,58,4082
CLT,MKE,165,4225
PDX,SFO,143,1524
ATL,PIT,160,2787
SAN,DTW,134,864
ATL,MKE,147,1396
SLC,OAK,59,2352
MDW,BWI,15,2845
OAK,DEN,86,2010
SEA,MSP,115,3638
BWI,SAN,180,2012
STL,MCO,37,2703
MDW,PDX,78,1257
SMF,BWI,79,4079
MSY,ATL,99,3051
PHL,MSP,57,696
TPA,OAK,169,2793
DFW,PHX,152,2962
OAK,PHL,19,1525
TPA,LAX,145,4977
SLC,CLE,149,2941
FLL,BWI,29,1039
TPA,SLC,34,2129
DCA,ORD,17,2805
IAH,HNL,62,107
SAN,IAH,108,4379
MKE,DFW,21,2507
DEN,SMF,13,2464
DFW,MSY,54,2796
LAX,SEA,145,2706
IND,FLL,122,4303
MSP,BWI,17,3808
STL,CVG,73,4060
TPA,SMF,102,378
CLT,LAX,68,3912
JFK,TPA,147,4859
SJC,MDW,135,2582
DFW,SLC,34,1674
FLL,AUS,69,801
CLE,PHL,108,1655
FLL,HNL,159,3152
DTW,ORD,64,1558
CMH,DFW,18,1336
DEN,HNL,8,407
MDW,CMH,22,1495
DCA,SFO,81,2917
SMF,BWI,49,3214
LAS,SLC,80,3085
PIT,BWI,14,1861
SJC,BWI,90,2366
AUS,SFO,172,2271
CMH,ATL,132,3795
JFK,MIA,115,3448
HNL,RDU,106,2151
MKE,OAK,8,4637
MDW,ATL,44,3948
FLL,PHL,106,2709
TPA,CLE,137,225
FLL,LAS,100,2388
AUS,TPA,38,1240
LAX,STL,135,243
ATL,BOS,58,3266
MIA,MDW,163,644
ORD,OAK,93,494
PHX,SAN,105,3144
MIA,SLC,164,4664
AUS,SMF,103,3079
MDW,SAN,168,2227
ORD,RDU,167,841
DTW,SAN,58,4458
RDU,DCA,49,2504
SJC,HNL,23,4622
MCO,BOS,124,305
DEN,SFO,13,3388
SEA,BWI,123,1286
STL,DTW,124,654
LAS,MSP,97,618
MSY,CLE,137,2308
DFW,PIT,173,4946
BOS,SJC,176,1731
DEN,MCO,68,2878
LAS,IAH,86,3328
ORD,MSP,113,1589
MSY,SAN,165,1855
FLL,STL,118,2522
PDX,MIA,114,2417
LAS,TPA,180,1009
CLT,MKE,44,1411
MSY,JFK,16,3595
SFO,DEN,90,3105
MCO,MDW,54,2378
CMH,TPA,174,1705
SEA,DTW,6,3031
CLE,LAS,130,4281
SEA,STL,39,4321
PHL,FLL,116,2449
CMH,DFW,167,583
CMH,RDU,132,3165
MDW,SAN,53,2095
CLE,DEN,111,4405
MSP,MDW,19,2338
MSY,SJC,20,1088
CMH,PDX,8,1409
SJC,PIT,32,4068
MSY,BWI,149,4118
ATL,MKE,41,1469
CMH,SEA,36,954
SFO,STL,169,2005
MSP,TPA,99,4897
MCO,CLE,154,1351
STL,IAH,45,1537
TPA,PHL,58,4771
PHX,ORD,121,3576
CMH,LAS,73,1179
AUS,CLE,105,1737
PIT,PHX,108,4432
ATL,SMF,32,3899
CVG,SLC,40,182
MSY,MKE,12,3911
SAN,PIT,130,231
CLT,DEN,41,4057
SJC,MCO,174,4453
MDW,TPA,126,2392
SMF,MSY,147,2843
BOS,SEA,120,4254
SMF,AUS,137,3298
ATL,MIA,17,4190
HNL,SFO,12,4552
PIT,SAN,160,2466
MIA,MSP,32,1371
TPA,PHL,97,1231
SLC,PHX,139,1491
SFO,SLC,162,2897
STL,CLT,18,1616
MSY,OAK,150,4811
JFK,MIA,90,1918
MDW,OAK,154,1011
JFK,IND,117,2005
JFK,DFW,166,4770
PIT,DFW,169,421
CLT,PIT,151,1077
MDW,CVG,19,1015
STL,RDU,88,2010
MSY,STL,8,3774
PHL,CLT,156,387
HNL,OAK,161,1807
MKE,SJC,5,4193
BOS,HNL,51,1897
MCO,BWI,167,1375
PHX,MKE,16,4853
DCA,AUS,164,3343
LAX,BWI,152,2733
SFO,PHL,105,2908
SLC,DTW,156,4729
CVG,DTW,19,3679
SJC,BOS,25,146
SLC,MDW,33,1235
STL,CVG,106,4289
DCA,BOS,101,4772
HNL,LAS,107,4550
DFW,MIA,41,3909
BWI,MIA,77,787
AUS,HNL,124,1177
MSY,MIA,143,2752
HNL,MKE,86,676
DCA,MIA,111,3173
TPA,CMH,44,3563
PHL,CVG,147,4439
MKE,MSP,68,3773
RDU,SFO,97,1154
CLE,PDX,110,4447
BWI,SJC,122,776
IAH,PHL,90,2743
DCA,BWI,23,4579
ORD,BWI,82,1073
PDX,CVG,131,4281
MSY,SAN,13,2526
DFW,CLE,63,3592
PIT,SMF,90,3466
PIT,MSP,138,934
SAN,DCA,11,2234
MKE,PHL,31,1491
MDW,CMH,86,2398
SMF,IAH,110,4272
BOS,ORD,170,2913
RDU,BWI,129,2675
PHL,IAH,75,3212
SFO,JFK,140,1952
FLL,TPA,129,2191
CVG,MIA,97,3196
SLC,DTW,101,4604
STL,HNL,123,2066
DFW,ORD,99,4512
BWI,FLL,43,2327
TPA,SLC,107,2607
PDX,PIT,52,4660
MSP,IAH,129,3801
AUS,OAK,56,2623
SAN,SLC,129,1541
MDW,SAN,25,175
MSP,SLC,131,4843
ATL,PHL,142,4214
DTW,BWI,128,2623
SFO,PHX,148,1344
MSY,MCO,89,4030
BOS,SFO,9,2930
SLC,MCO,88,2605
RDU,SEA,52,1011
SEA,STL,162,3135
LAX,SMF,16,1631
CLT,STL,5,175
PHL,FLL,157,2738
MDW,SAN,70,4093
SAN,IND,143,1013
SMF,MDW,22,1151
CLE,DEN,121,3151
MKE,BOS,61,411
CMH,PHX,39,3458
PDX,SJC,27,101
CLT,DEN,171,3330
IAH,MSY,109,3975
IND,OAK,137,1481
BOS,MCO,54,2522
PDX,MCO,66,908
MKE,AUS,47,574
PHL,LAS,140,708
LAS,IND,15,4394
CLE,MCO,71,861
PDX,LAX,144,4138
PDX,SMF,50,971
IAH,SAN,138,3333
FLL,PHX,79,3523
SMF,AUS,160,1403
SMF,AUS,65,1775
MSY,IND,70,1316
RDU,CMH,101,4081
STL,SAN,92,4126
SMF,BOS,143,3639
PIT,TPA,151,1959
JFK,RDU,6,333
CLT,AUS,142,503
CMH,SFO,118,2718
LAS,MIA,23,616
DEN,MSP,83,2953
PHL,SJC,172,4514
MCO,PHX,70,2548
MKE,RDU,135,2248
MSY,LAX,101,2453
RDU,ATL,5,3778
JFK,TPA,79,976
STL,LAX,93,1031
DCA,TPA,139,267
IND,HNL,126,4598
TPA,MDW,140,2602
SMF,RDU,96,1984
BOS,CMH,128,4402
BOS,TPA,31,3114
SMF,RDU,41,1582
PHX,IAH,47,4443
DFW,HNL,96,4253
CVG,DTW,164,2651
PHL,IAH,54,2396
STL,JFK,65,2164
BWI,PHL,144,439
BWI,ATL,64,3317
PIT,AUS,59,4699
PHL,DTW,133,2245
CMH,SJC,51,2188
HNL,OAK,47,2157
PIT,CLT,153,915
RDU,AUS,115,4000
ATL,IND,152,106
SAN,ATL,86,2715
DFW,JFK,75,2260
TPA,DTW,103,3702
TPA,SLC,121,499
FLL,DFW,137,2920
MIA,PDX,109,2210
ORD,TPA,176,4069
LAX,SMF,62,1238
SFO,RDU,118,4499
MDW,JFK,98,1032
SMF,MIA,16,4094
TPA,SEA,76,3152
SFO,ORD,35,2194
SMF,TPA,41,2930
RDU,SAN,106,835
SJC,LAS,76,2170
PHL,DCA,10,2766
MDW,BWI,101,2760
SLC,SJC,13,931
DCA,AUS,25,4988
DCA,IAH,123,573
DTW,LAS,116,4222
BWI,DCA,138,802
FLL,JFK,130,100
PHX,DTW,125,4654
JFK,MKE,152,4533
PHX,DCA,87,3144
ORD,CVG,113,2811
IAH,MSY,135,475
SMF,SFO,104,2718
IND,SMF,57,2265
ORD,PHL,11,572
JFK,LAX,122,3518
MDW,FLL,6,4065
DEN,DTW,114,1992
DTW,JFK,147,1739
FLL,SJC,12,4087
